"surveyRowId","sourceCarrierId","sourceKind","sourceField","sourceOrdinal","sourceTextExact","sourceDecisionIds","sourceCrossSystemCandidate","primaryClassification","conceptId","candidateId","matchedE02Category","matchedE02StableKeys","semanticComparison","factOwner","runtimeStateOwner","recommendedNextChannel","extensionEligible","decisionBlocked","runtimeImplemented","evidenceSource","evidenceConfidence","notesDeveloperOnly"
"GAP-031","bone_aspect_enemy_c4_03_false_celestial_form","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","31","预演最终 Boss 机制","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","PRESENTATION_ONLY","survey_presentation.final_boss_foreshadowing","","","","“预演最终 Boss 机制”只规定叙事与可读性关系，不定义新的 gameplay truth。","SHARED_ENCOUNTER_PRESENTATION","SHARED_ENCOUNTER_PRESENTATION","SHARED_ENCOUNTER_PRESENTATION","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_03_false_celestial_form;atomic-ordinal=3","HIGH","不得把最终 Boss 答案烧进表现。"
"GAP-032","bone_aspect_boss_c1_bone_guard","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","32","保护盲眼女人","BA-D1","SURVEY_REQUIRED / Battle Resolver / Field Runtime","USER_DECISION_BLOCKED","survey_decision.ba_d1_protected_target","","","","是否存在真实可受击保护目标由 BA-D1 决定。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c1_bone_guard;atomic-ordinal=1","HIGH","不得选择目标 HP、承伤比例、连线或执行规则。"
"GAP-033","bone_aspect_boss_c1_bone_guard","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","33","“忠”字骨铭核心暴露","BA-D1","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.counter_window.shell_break","","CounterWindowType","counter_window.shell_break","P0 已锁“忠”字核心，counter_window.shell_break 精确表达破壳后核心暴露窗口；它与 BA-D1 的保护目标选择分离。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c1_bone_guard;atomic-ordinal=2","HIGH","“忠”字外观仍属 Presentation，不进入 vocabulary。"
"GAP-034","bone_aspect_boss_c2_identity_bidder","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","34","三身份切换","BA-D2","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.identity_mode_switch","","","","三身份切换是 Boss 当前形态/阶段状态转换，后续由 Skill/Phase 数据与 Runtime 表达。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_RUNTIME_STATE","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c2_identity_bidder;atomic-ordinal=1","HIGH","BA-D2 只阻塞辅助机制，三身份本身已锁定。"
"GAP-035","bone_aspect_boss_c2_identity_bidder","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","35","弱点随身份变化","BA-D2","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.identity_linked_weakness","","","","弱点随当前身份变化是状态到弱点配置的运行时绑定，不是新原子 vocabulary。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_RUNTIME_STATE","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c2_identity_bidder;atomic-ordinal=2","HIGH","不定义具体弱点或数值。"
"GAP-036","bone_aspect_boss_c2_identity_bidder","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","36","辅助机制二选一","BA-D2","SURVEY_REQUIRED / Battle Resolver / Field Runtime","USER_DECISION_BLOCKED","survey_decision.ba_d2_auxiliary","","","","虚假分身或竞价护盾必须由用户二选一。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c2_identity_bidder;atomic-ordinal=3","HIGH","不得同时保留两个方案或代选。"
"GAP-037","bone_aspect_boss_c3_array_eye_guardian","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","37","石相防守","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.defense_offense_phase_states","","","","石相防守是 Boss Phase/Skill 状态内容；E02 layered_shield 可作邻接参考，但不能替代具体阶段状态。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_RUNTIME_STATE","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c3_array_eye_guardian;atomic-ordinal=1","HIGH","不声明 BossPhase 已存在。"
"GAP-038","bone_aspect_boss_c3_array_eye_guardian","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","38","符影进攻","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.defense_offense_phase_states","","","","符影进攻与石相防守构成阶段状态对；属于后续 Skill/Phase 数据和 Runtime。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_RUNTIME_STATE","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c3_array_eye_guardian;atomic-ordinal=2","HIGH","不从视觉名称推断伤害或属性。"
"GAP-039","bone_aspect_boss_c3_array_eye_guardian","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","39","阵眼暴露","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.weakpoint_exposure_window","ba_gap_candidate.weakpoint_exposure_window","","","现有 shell_break、clear_core_exposure、energy_counter 窗口都绑定特定触发；“阵眼暴露”需要不预设触发源的中立弱点暴露窗口候选。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c3_array_eye_guardian;atomic-ordinal=3","HIGH","候选不定义阵眼、触发条件、持续时间或伤害倍率。"
"GAP-040","bone_aspect_boss_c3_array_eye_guardian","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","40","停止攻击并让路","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.cease_attack_and_yield","","","","停止攻击并让路是敌方状态与遭遇结果转换，不是可复用 vocabulary 原语。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_RUNTIME_STATE","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c3_array_eye_guardian;atomic-ordinal=4","HIGH","不得把它改写为普通死亡或正式章节推进。"
"GAP-041","bone_aspect_boss_c4_myriad_bone_beast","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","41","交易封存","BA-D4","SURVEY_REQUIRED / CrossSystem Effect Contract","USER_DECISION_BLOCKED","survey_decision.ba_d4_seal_target","","","","交易封存的对象粒度由 BA-D4 决定。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c4_myriad_bone_beast;atomic-ordinal=1","HIGH","不得选择锁器类或单项效果。"
"GAP-042","bone_aspect_boss_c4_myriad_bone_beast","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","42","两种能力形态切换","BA-D4","SURVEY_REQUIRED / CrossSystem Effect Contract","USER_DECISION_BLOCKED","survey_decision.ba_d4_form_semantics","","","","两种正式形态的语义由 BA-D4 决定。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c4_myriad_bone_beast;atomic-ordinal=2","HIGH","不得选择形态、颜色、弱点或执行规则。"
"GAP-043","bone_aspect_boss_c4_myriad_bone_beast","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","43","空白骨片解除封存","BA-D4","SURVEY_REQUIRED / CrossSystem Effect Contract","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.blank_fragment_unseal","","","","空白骨片身份必须由 Item 只读事实合同提供，解除封存结果由跨系统合同执行。","ITEM_READONLY_FACT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c4_myriad_bone_beast;atomic-ordinal=3","HIGH","P0 已锁封存/解封母题；本行不选择被封存对象。"
"GAP-044","bone_aspect_boss_c4_myriad_bone_beast","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","44","记忆回流崩解","BA-D4","SURVEY_REQUIRED / CrossSystem Effect Contract","PRESENTATION_ONLY","survey_presentation.memory_backflow_collapse","","","","“记忆回流使骨瓷结构崩解”当前只锁可观察叙事/视觉结果，没有独立 gameplay truth。","SHARED_ENCOUNTER_PRESENTATION","ENEMY_RUNTIME_STATE","SHARED_ENCOUNTER_PRESENTATION","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_boss_c4_myriad_bone_beast;atomic-ordinal=4","HIGH","若未来赋予状态或伤害语义，必须另由 Runtime/Skill 包收口。"
