assertionId,category,expected,actual,result
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowbattlecontractprojection-cs","inventory","True","True","PASS"
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowvalidation-cs","inventory","True","True","PASS"
"editor-verifier-file","inventory","True","True","PASS"
"forbidden-dependency-hits","leak","0","0","PASS"
"legacy-content-refs","leak","0","0","PASS"
"scene-bindings","leak","0","0","PASS"
"ui-bindings","leak","0","0","PASS"
"reward-bindings","leak","0","0","PASS"
"save-bindings","leak","0","0","PASS"
"inventory-bindings","leak","0","0","PASS"
"enemy-runtime-bindings","leak","0","0","PASS"
"battle-executor-bindings","leak","0","0","PASS"
"formal-bindings","leak","0","0","PASS"
"save-writes","leak","0","0","PASS"
"reward-grants","leak","0","0","PASS"
"existing-file-modifications","whitelist","0","0","PASS"
"out-of-whitelist-new-files","whitelist","0","0","PASS"
"missing-whitelist-files","whitelist","0","0","PASS"
