sampleKey,baseItemId,rarity,rootSeed,preRollHash,postRollHash,preProjectionHash,postProjectionHash,preProtectedFactHash,postProtectedFactHash,preEligibleIds,postEligibleIds,allowedDelta,status
I017@blue,I017,blue,410172,bec38e601205b8a9723f602eff73f6dd51431836c17897bb270ce78790144e45,bec38e601205b8a9723f602eff73f6dd51431836c17897bb270ce78790144e45,7e8ed6f2fba7e219995173e57687bfcf9efc477b10de664d01caa2597b1b3a0b,7e8ed6f2fba7e219995173e57687bfcf9efc477b10de664d01caa2597b1b3a0b,10df6e5e19fa8c40e2a4ac402740ca9ac632805f0aef14ab0391102963325490,10df6e5e19fa8c40e2a4ac402740ca9ac632805f0aef14ab0391102963325490,candidate_core_i017_01|candidate_core_i017_02|candidate_core_i017_03,candidate_core_i017_01|candidate_core_i017_02|candidate_core_i017_03,NONE,PASS
I017@green,I017,green,410171,fe0c1e31eb3ceedee851322a03433729c0d64921c41a718e2007a8832c499eee,fe0c1e31eb3ceedee851322a03433729c0d64921c41a718e2007a8832c499eee,bafd8bc6f35ebe26bc7d3ae337226683f8e5b6442f2d71d83922f6afb265862a,bafd8bc6f35ebe26bc7d3ae337226683f8e5b6442f2d71d83922f6afb265862a,47aff7bf4f7828696d603e14b1d743c53abd554350f0f42ac27ade5c6af890f4,47aff7bf4f7828696d603e14b1d743c53abd554350f0f42ac27ade5c6af890f4,candidate_core_i017_01|candidate_core_i017_02,candidate_core_i017_01|candidate_core_i017_02,NONE,PASS
I017@orange,I017,orange,410174,ae7a29ce39cd9f7ddd1a5ba9e9cdd163b6518fb8ebe3451525a1263f03b4d3e4,28efc69066f139bab38ca46a596ee720ea1d21c59e796901af29201116a369f0,cce2a73e21d780c1b5f78e6bd7fd69b680e01e608df9b6f21f9ae3b2c3701dd5,b1feb3ed534234af4268472906d243b9d01a98b49324f45ce37bf790cfdcc690,b6a6ed1198fffbd8196de4ccc0706c69b7b84bd83e2094f54de045617d88057e,b6a6ed1198fffbd8196de4ccc0706c69b7b84bd83e2094f54de045617d88057e,candidate_core_i017_01|candidate_core_i017_02|candidate_core_i017_03|candidate_core_i017_04|candidate_core_i017_ultimate,candidate_core_i017_01|candidate_core_i017_02|candidate_core_i017_03|candidate_core_i017_ultimate,REMOVE_04_KEEP_ULT,PASS
I017@purple,I017,purple,410173,e010dfc8846bd1f2dde58f3c686af0b9a0b2d0bb96233959e6b45748ec4e0da7,d74b7533ec25397dc133d395a395b1ceca1cd332d8127ad2825b246bb5258609,15168e35d0b7eb6bf3d75b217a689efab3bf3a7e851baba2054478fe42e93f06,d8adb07f57b118b718aa7f10a49d7cc4d631145c06d723c9160104ec682e7012,1382b65e6e5f96d090b36f6b566f4522922b2d094c5498dde8418d9428a9d524,1382b65e6e5f96d090b36f6b566f4522922b2d094c5498dde8418d9428a9d524,candidate_core_i017_01|candidate_core_i017_02|candidate_core_i017_03|candidate_core_i017_04,candidate_core_i017_01|candidate_core_i017_02|candidate_core_i017_03,REMOVE_04,PASS
I017@white,I017,white,410170,80362330f73bbd91eefaecd4a221783f5c9138956666afb41e29a5bec9eb1bf6,80362330f73bbd91eefaecd4a221783f5c9138956666afb41e29a5bec9eb1bf6,5f2939f87de02040162e45fbf680f91584d522f5bc6c62e62856db8dc38fb704,5f2939f87de02040162e45fbf680f91584d522f5bc6c62e62856db8dc38fb704,b113f063308640977ed3b4010c6ea6c37aaaa611bf4973b04a6167c69ea36e9c,b113f063308640977ed3b4010c6ea6c37aaaa611bf4973b04a6167c69ea36e9c,candidate_core_i017_01,candidate_core_i017_01,NONE,PASS
I018@blue,I018,blue,410182,dd8fe87a0339be552a948a927f9b58f153b6660d14b97edf188e3e1ecc84d6c0,dd8fe87a0339be552a948a927f9b58f153b6660d14b97edf188e3e1ecc84d6c0,7a9c59c0310cadc1f2b569e395fc96526864ac8559d186d1a418e578ff7227bd,7a9c59c0310cadc1f2b569e395fc96526864ac8559d186d1a418e578ff7227bd,2a2e2257c8d115d3a28e16c7e71624db21c1a71638ca5ced5b9bc9455f3e27aa,2a2e2257c8d115d3a28e16c7e71624db21c1a71638ca5ced5b9bc9455f3e27aa,candidate_core_i018_01|candidate_core_i018_02|candidate_core_i018_03,candidate_core_i018_01|candidate_core_i018_02|candidate_core_i018_03,NONE,PASS
I018@green,I018,green,410181,b5f8e8595036e38b7255d00adf7a3a56bb0fcd51f9824f3320ffef580a0da33d,b5f8e8595036e38b7255d00adf7a3a56bb0fcd51f9824f3320ffef580a0da33d,099a697ff197beb90ac618c44b3bab296e4cf4d82df0fa7590eb34dcc84c9d15,099a697ff197beb90ac618c44b3bab296e4cf4d82df0fa7590eb34dcc84c9d15,01da3fd9a500f5a6b1ad45913758d4a3e95a7be4e9fc498f1f6a5e3bb40e4aaa,01da3fd9a500f5a6b1ad45913758d4a3e95a7be4e9fc498f1f6a5e3bb40e4aaa,candidate_core_i018_01|candidate_core_i018_02,candidate_core_i018_01|candidate_core_i018_02,NONE,PASS
I018@orange,I018,orange,410184,349c8fe3c12ff5212219196d3f85bbf8c44a9bba621b3bb0070aa2513ec89de8,5ed14ff5d3db221078cf19d3ef2fa9cdd491209f6b5aea8da0c3a5c8acf1dab4,5399a5adfa28bd5888cc47ec48d72c959443ca99489e89d2cca7dd71daece950,6f7dd9e136abf511163ff9470ad8eea04e86a9ec02fe7b4794138f35cb9cd721,11dbf1d0ee36a6151c256d455ced8f58863905d4d7b3c10c3d980ece1e56b76e,11dbf1d0ee36a6151c256d455ced8f58863905d4d7b3c10c3d980ece1e56b76e,candidate_core_i018_01|candidate_core_i018_02|candidate_core_i018_03|candidate_core_i018_04|candidate_core_i018_ultimate,candidate_core_i018_01|candidate_core_i018_02|candidate_core_i018_03|candidate_core_i018_ultimate,REMOVE_04_KEEP_ULT,PASS
I018@purple,I018,purple,410183,7e5b9f35fcae31e8fb5c7d620a4dab3f839a2ba711b162262b37575f776e8081,c1a762088be953712821593b9188925b96ad23c01db22f0a87d984c34d435b5e,e0595566f6c32701a1ca9605c709b3b1d991a7c80a43bcbd5b8637f01e117f94,9ae2088a10ecc5bd4feb2f80640a00102aac42a88e536eac75fa7646eb3621c4,b86f958f041e697c6b0fbc9a3010be54505e68b43186e60171d0e323c88c14a6,b86f958f041e697c6b0fbc9a3010be54505e68b43186e60171d0e323c88c14a6,candidate_core_i018_01|candidate_core_i018_02|candidate_core_i018_03|candidate_core_i018_04,candidate_core_i018_01|candidate_core_i018_02|candidate_core_i018_03,REMOVE_04,PASS
I018@white,I018,white,410180,67d9cdb46992bef71b67b6540a438ea0b522fd31113adac28079a4ab392262ee,67d9cdb46992bef71b67b6540a438ea0b522fd31113adac28079a4ab392262ee,409890814b2e3b94399cc33bb8ec990ec2e4c8af9939ad3a55aec5c3c84c4bf5,409890814b2e3b94399cc33bb8ec990ec2e4c8af9939ad3a55aec5c3c84c4bf5,ad6324d20338b435a3dd8c38443bccc1c337c47b76e68bee740a7800f4ceb113,ad6324d20338b435a3dd8c38443bccc1c337c47b76e68bee740a7800f4ceb113,candidate_core_i018_01,candidate_core_i018_01,NONE,PASS
I019@blue,I019,blue,410192,d4178e45515e3ec82726019e7d1f0f66d36c51d021869039960f0eb04406522b,d4178e45515e3ec82726019e7d1f0f66d36c51d021869039960f0eb04406522b,54412b71b41e34d178b2d6673686ebf98d3c4ffe839b268aedabb191aa8555ff,54412b71b41e34d178b2d6673686ebf98d3c4ffe839b268aedabb191aa8555ff,c46e5537d0eeab5e95c8c9cb2f4aec3fcef5c17fc74b77e3f913646e1cac911b,c46e5537d0eeab5e95c8c9cb2f4aec3fcef5c17fc74b77e3f913646e1cac911b,candidate_core_i019_01|candidate_core_i019_02|candidate_core_i019_03,candidate_core_i019_01|candidate_core_i019_02|candidate_core_i019_03,NONE,PASS
I019@green,I019,green,410191,80359240c4d8ac0b97543ae24f0bf3f5267d513ee233ae4a1cf2d33d6f4ae4fc,80359240c4d8ac0b97543ae24f0bf3f5267d513ee233ae4a1cf2d33d6f4ae4fc,3ff0acd06ea0d159f84f7f4233704862dfcb09175d9b63c16f6a99aaae453952,3ff0acd06ea0d159f84f7f4233704862dfcb09175d9b63c16f6a99aaae453952,c4d4d0a8970ecfb564066784b72cc0d253d7e2e9aa1174ab69c3a3ad279ae16e,c4d4d0a8970ecfb564066784b72cc0d253d7e2e9aa1174ab69c3a3ad279ae16e,candidate_core_i019_01|candidate_core_i019_02,candidate_core_i019_01|candidate_core_i019_02,NONE,PASS
I019@orange,I019,orange,410194,478c207503b6245c96cca6d08b4dbfac3977480b6649ee4414d4ebf25e145fe1,fcbcc2b4cd2a3c0389dee2009d37bd2aa5f2c06bdadb4246b12c52db9eb0a047,173f718ca402e0f7b22001365aeb17003537b96da5e695a28fc476786f9cabc7,0d3605632fd74630065f0d1efadb8c31d261395d2aa5f19f879ad002c1202ca8,ab6e82f585838f435c03f8c8f513becf1b16f56f07e08008c66d1b093c736d7d,ab6e82f585838f435c03f8c8f513becf1b16f56f07e08008c66d1b093c736d7d,candidate_core_i019_01|candidate_core_i019_02|candidate_core_i019_03|candidate_core_i019_04|candidate_core_i019_ultimate,candidate_core_i019_01|candidate_core_i019_02|candidate_core_i019_03|candidate_core_i019_ultimate,REMOVE_04_KEEP_ULT,PASS
I019@purple,I019,purple,410193,4927162be117b8641f019173f8cb9d4d7072f24f966b04749bf9ce6e7a913ca0,32f7c52d1945756ba39bb32122abebd464511e80c1accaa24d3b42a4bf383ff1,6a886a3f9d3346739943d70dc766e173c413c8a709cbfb45bbbbd7ec73ae3e0a,3b52bc65a1d080265450d65d958d100d221bd12c433638c7ec0b1c919b5ef69f,17efe933aab082cc80a35ae05d4b43b18516d6103a8490014babf5997ad9eec9,17efe933aab082cc80a35ae05d4b43b18516d6103a8490014babf5997ad9eec9,candidate_core_i019_01|candidate_core_i019_02|candidate_core_i019_03|candidate_core_i019_04,candidate_core_i019_01|candidate_core_i019_02|candidate_core_i019_03,REMOVE_04,PASS
I019@white,I019,white,410190,5207d84c7d3d659b6b57530087221871c4417f83344f5d1a7f6964c9b3d33ccd,5207d84c7d3d659b6b57530087221871c4417f83344f5d1a7f6964c9b3d33ccd,7d02167f24dea07e91910b4195c68c9617603bce97b71947b4f5cc97a7a1a1ae,7d02167f24dea07e91910b4195c68c9617603bce97b71947b4f5cc97a7a1a1ae,23ed33e4952f18edc85739e367fec2389be46f93230b5befddebb240d9a822e5,23ed33e4952f18edc85739e367fec2389be46f93230b5befddebb240d9a822e5,candidate_core_i019_01,candidate_core_i019_01,NONE,PASS
I020@blue,I020,blue,410202,faa748b43be19808870c37a180ef881ab70ca9f2c74d3e436375d75b468c6bcf,faa748b43be19808870c37a180ef881ab70ca9f2c74d3e436375d75b468c6bcf,a135ec2cc1c1520db3a42e92a212b9f493205511fc9684041cc27640a2beeb47,a135ec2cc1c1520db3a42e92a212b9f493205511fc9684041cc27640a2beeb47,c6e3a0ec3b4876e269919106a77ccfda40e80fdf798dfbab987aa0a729854fd6,c6e3a0ec3b4876e269919106a77ccfda40e80fdf798dfbab987aa0a729854fd6,candidate_core_i020_01|candidate_core_i020_02|candidate_core_i020_03,candidate_core_i020_01|candidate_core_i020_02|candidate_core_i020_03,NONE,PASS
I020@green,I020,green,410201,cbc7fb9c9dac1ca215fd295d18e028f3d7fb508c3517275bcbfcb0f2a652c358,cbc7fb9c9dac1ca215fd295d18e028f3d7fb508c3517275bcbfcb0f2a652c358,379bcabec933bb7ce30d04184eb6bee7ebbb3b62f6acf6d66151f9f6d0d2a682,379bcabec933bb7ce30d04184eb6bee7ebbb3b62f6acf6d66151f9f6d0d2a682,5b7d7963094f395c5249be3c2f38301d8c9aeb5157d892d3c337d378a2f7ca19,5b7d7963094f395c5249be3c2f38301d8c9aeb5157d892d3c337d378a2f7ca19,candidate_core_i020_01|candidate_core_i020_02,candidate_core_i020_01|candidate_core_i020_02,NONE,PASS
I020@orange,I020,orange,410204,9b0020c88214cdc0a726e7061de45bdcd120021ac2511bd4242c516aa5556c27,19f878057330bc414e9bef08b0080b6440c459e02149cd27a49566c1a96813dd,1903546b425e364236c446190cc6910a1de181536063c1c23d49a8a138543664,1436e14c3a5cfea93f5e4a7e49e18ca428fbdf8f1da748af0971f56526b5d44c,3d3215e6fcc7d06cbafa6808542676ec3b10c60b09d39dde17f0169067a97d53,3d3215e6fcc7d06cbafa6808542676ec3b10c60b09d39dde17f0169067a97d53,candidate_core_i020_01|candidate_core_i020_02|candidate_core_i020_03|candidate_core_i020_04|candidate_core_i020_ultimate,candidate_core_i020_01|candidate_core_i020_02|candidate_core_i020_03|candidate_core_i020_ultimate,REMOVE_04_KEEP_ULT,PASS
I020@purple,I020,purple,410203,db9831119a3802ae325fc82a6151e1a11490f437fe8d94c90feef0e0e3c8ffc2,fb4eee207d65e074c4d8c9a9489593db8a848f72242f7101f5061b8335a40944,c035c4b8d1452069ded4a279bda30e791ad885544db2dc483e5dc619541b7c82,03aea69d9204e92e4333bf107891d1ea312592da30b25b61297c82aa7ac4dcc8,4743e759d13244b2bd5dd151016fe4a4f8ddc4756868bb20fdaf9b53a56b1597,4743e759d13244b2bd5dd151016fe4a4f8ddc4756868bb20fdaf9b53a56b1597,candidate_core_i020_01|candidate_core_i020_02|candidate_core_i020_03|candidate_core_i020_04,candidate_core_i020_01|candidate_core_i020_02|candidate_core_i020_03,REMOVE_04,PASS
I020@white,I020,white,410200,213d983bc4658922cec1e4c1dc1f974caacc94b2ca7006e82681541f83e2b847,213d983bc4658922cec1e4c1dc1f974caacc94b2ca7006e82681541f83e2b847,968ad7972affb844454be94f16a697b877fd1117959f2ec6f07c744bba689b7b,968ad7972affb844454be94f16a697b877fd1117959f2ec6f07c744bba689b7b,d84736a12daf35e599344168fe798fc70a4b76da71433ab21f8eea034814d6a1,d84736a12daf35e599344168fe798fc70a4b76da71433ab21f8eea034814d6a1,candidate_core_i020_01,candidate_core_i020_01,NONE,PASS
I021@blue,I021,blue,410212,7a93d972e4dc8464297eb9e72df726b656ea5a2abd86fd0c8ff85670fd724faa,7a93d972e4dc8464297eb9e72df726b656ea5a2abd86fd0c8ff85670fd724faa,7f5519656ab9f53da81c88b817a4e7dc19e79ea83b805929f48f05f085ad82e3,7f5519656ab9f53da81c88b817a4e7dc19e79ea83b805929f48f05f085ad82e3,eee49e8f1f02af91804e77dc20bd6b86868ce39913f4e347d67c8b5d2f004c19,eee49e8f1f02af91804e77dc20bd6b86868ce39913f4e347d67c8b5d2f004c19,candidate_core_i021_01|candidate_core_i021_02|candidate_core_i021_03,candidate_core_i021_01|candidate_core_i021_02|candidate_core_i021_03,NONE,PASS
I021@green,I021,green,410211,c5a02ed5501ae81f83ea2dc147416473c07811305a0be515fab37cb49f8e163b,c5a02ed5501ae81f83ea2dc147416473c07811305a0be515fab37cb49f8e163b,d10d101b754a9099bac12816333deb36402525e5141979a5881c445b99e223d5,d10d101b754a9099bac12816333deb36402525e5141979a5881c445b99e223d5,fb124be8befd3dd6f0707a79c5f62af77770e7cc68a3a7606bbd805568a54e39,fb124be8befd3dd6f0707a79c5f62af77770e7cc68a3a7606bbd805568a54e39,candidate_core_i021_01|candidate_core_i021_02,candidate_core_i021_01|candidate_core_i021_02,NONE,PASS
I021@orange,I021,orange,410214,d0e83c88398f46ddb05e3708dc019474a887aa4f34e5b813f1edb6ca4561b9b9,76a626a10ad1c96164c7719472ee89106f7ca3e964d26a9b08dfffd0c5f36238,e7fb2479fbe2717c797cdc64bb64d697827805717221f5295bcccecf58bd29f0,25d7c557c8d894259fcd2ec5c77148d29553e5b6be0fd5e5d24ccc2d38af9746,b0b26a46df61ec093ad59ff46e771ca7458c0bd2e7499518aad098ab9bac0a3f,b0b26a46df61ec093ad59ff46e771ca7458c0bd2e7499518aad098ab9bac0a3f,candidate_core_i021_01|candidate_core_i021_02|candidate_core_i021_03|candidate_core_i021_04|candidate_core_i021_ultimate,candidate_core_i021_01|candidate_core_i021_02|candidate_core_i021_03|candidate_core_i021_ultimate,REMOVE_04_KEEP_ULT,PASS
I021@purple,I021,purple,410213,20d5c8cfc7b8c117e89a79a1752cb053af3384a9c723d3e80e4b1670e7ada72f,c72a77ebb54a795ed864a278229d1feb2d9bb30a61e01775d65547de541255e0,f7838c561714ce2b4558f1ed8663cc85ac6cc1a4dbf25943e1da5c145ca48bf7,87d4a007a08dcc1983c1d999d786ea1cb67a65cd8e09242eace9470c02269f05,6ac51ffbcf7db73f3b319a2951a82040d535417a672441d99f73c76c133376cb,6ac51ffbcf7db73f3b319a2951a82040d535417a672441d99f73c76c133376cb,candidate_core_i021_01|candidate_core_i021_02|candidate_core_i021_03|candidate_core_i021_04,candidate_core_i021_01|candidate_core_i021_02|candidate_core_i021_03,REMOVE_04,PASS
I021@white,I021,white,410210,b5e7e07e9fc860eb6d6764ba65c6aef488296af517e5b79c2386cb740bbd7e47,b5e7e07e9fc860eb6d6764ba65c6aef488296af517e5b79c2386cb740bbd7e47,fadff2923c3cff3f273d73700366cd0dd5bdd61f24a4346e5b13cc1bf2670b15,fadff2923c3cff3f273d73700366cd0dd5bdd61f24a4346e5b13cc1bf2670b15,4afa909f5d509b57d363f834dcf069f6d3523eab7c3db24c51e6d7663e2eefc4,4afa909f5d509b57d363f834dcf069f6d3523eab7c3db24c51e6d7663e2eefc4,candidate_core_i021_01,candidate_core_i021_01,NONE,PASS
I022@blue,I022,blue,410222,6ef27bfa5bae7ff21fd5e665eabd504cc7538a848a10151b55256956ee51b497,6ef27bfa5bae7ff21fd5e665eabd504cc7538a848a10151b55256956ee51b497,fede5fd51381ef95c09f9140c80da9ff22d62d368107807af7f0479a1006db80,fede5fd51381ef95c09f9140c80da9ff22d62d368107807af7f0479a1006db80,6f0fe6b3990a0b89f5cee7faefe10a01edc2d6d007f6b2915d70fce06d06ed85,6f0fe6b3990a0b89f5cee7faefe10a01edc2d6d007f6b2915d70fce06d06ed85,candidate_core_i022_01|candidate_core_i022_02|candidate_core_i022_03,candidate_core_i022_01|candidate_core_i022_02|candidate_core_i022_03,NONE,PASS
I022@green,I022,green,410221,f48f3991296aeb47016cee9790a206700ed42a8f62c0aa6f6a0fdb96e55fa1cb,f48f3991296aeb47016cee9790a206700ed42a8f62c0aa6f6a0fdb96e55fa1cb,faf627df76f4b4f5ee72d1b5b80719b07ffb87cfcb0c1fb56d3bbe799327023b,faf627df76f4b4f5ee72d1b5b80719b07ffb87cfcb0c1fb56d3bbe799327023b,0dd16b7f85a2a52fc076a23e5f26d697cf0cfe26e7f406a078a4fab0118340a6,0dd16b7f85a2a52fc076a23e5f26d697cf0cfe26e7f406a078a4fab0118340a6,candidate_core_i022_01|candidate_core_i022_02,candidate_core_i022_01|candidate_core_i022_02,NONE,PASS
I022@orange,I022,orange,410224,ae87166edac499bfe4719e2517632cb78cea5d84f4caa62f0d55058d042fd477,160dbf07a59da62b68fa541ab6d8a3e114c64e399d862e95d64f2631f19adc99,5a30672da5c7cc6836dda2f2c632e35134bf6ad6ff4f3f4ba0c384ec205ef5a7,e3b745317e2819d5b90acd60d6165fd754fc919b430ff2fddf5dc38948f0b68b,f398f492cb47040ffc687931b50c69f7dd123fd2e34307d00eae6f2b64a69a2d,f398f492cb47040ffc687931b50c69f7dd123fd2e34307d00eae6f2b64a69a2d,candidate_core_i022_01|candidate_core_i022_02|candidate_core_i022_03|candidate_core_i022_04|candidate_core_i022_ultimate,candidate_core_i022_01|candidate_core_i022_02|candidate_core_i022_03|candidate_core_i022_ultimate,REMOVE_04_KEEP_ULT,PASS
I022@purple,I022,purple,410223,420fa3086f7eeaccb637a64f9798d521d278ee58d89dd2fccf468f4c975a913a,3dbec5093bb7892c0a48d7300c937f55e00e75c41d580cfdad29479850e7c0b7,9f09cb9200eaaa6ceb939324d8902b891a9cee79e9f5e631ba00069a2c938872,a80d6bdd400bead83123708b4403990f709917d8fdffc45d0c8b82eb64c3b333,1125a371100abbc98c9705f8b82b7a9af4440e0a1aa362351107012206d0cf53,1125a371100abbc98c9705f8b82b7a9af4440e0a1aa362351107012206d0cf53,candidate_core_i022_01|candidate_core_i022_02|candidate_core_i022_03|candidate_core_i022_04,candidate_core_i022_01|candidate_core_i022_02|candidate_core_i022_03,REMOVE_04,PASS
I022@white,I022,white,410220,e2382291d6ec0c4491ff84d4902e9bb9dd0ac7baf31e3c19939840f0444e298b,e2382291d6ec0c4491ff84d4902e9bb9dd0ac7baf31e3c19939840f0444e298b,8a9343923c9e6b15dae1a2f35384ec8a4f9269f2d35739b3d70f3ce62c3d550e,8a9343923c9e6b15dae1a2f35384ec8a4f9269f2d35739b3d70f3ce62c3d550e,7f1952a992d7db17183d10b734bc4824fd1206cc81485f5dc8c5c89bb35ac028,7f1952a992d7db17183d10b734bc4824fd1206cc81485f5dc8c5c89bb35ac028,candidate_core_i022_01,candidate_core_i022_01,NONE,PASS
I023@blue,I023,blue,410232,cda94162e64bee985b516b1a32f82da5faabbbe349a885bfcfe9bebdb1baabb3,cda94162e64bee985b516b1a32f82da5faabbbe349a885bfcfe9bebdb1baabb3,7d0468c903e0d26bf7a57b0530704aea80a04550cba774ad4f19e25ce4fa43e8,7d0468c903e0d26bf7a57b0530704aea80a04550cba774ad4f19e25ce4fa43e8,02ecd26c892e0f1ec4e85a64c5f0438ae7918ffb2d699581a9cca1d33e2e7575,02ecd26c892e0f1ec4e85a64c5f0438ae7918ffb2d699581a9cca1d33e2e7575,candidate_core_i023_01|candidate_core_i023_02|candidate_core_i023_03,candidate_core_i023_01|candidate_core_i023_02|candidate_core_i023_03,NONE,PASS
I023@green,I023,green,410231,967dda0f8159206df5dec605cdaf6cacc6a36c887180e8a1304d1036893d4ec0,967dda0f8159206df5dec605cdaf6cacc6a36c887180e8a1304d1036893d4ec0,abe1ef3207804f526f0465a37702f23a13ded9dc66d2b1ce361aacf8e810f62a,abe1ef3207804f526f0465a37702f23a13ded9dc66d2b1ce361aacf8e810f62a,0dcb2df3ed601188a6a898fa9ac80d995ea4cb1ad3c693320b3be5bae30b1f4b,0dcb2df3ed601188a6a898fa9ac80d995ea4cb1ad3c693320b3be5bae30b1f4b,candidate_core_i023_01|candidate_core_i023_02,candidate_core_i023_01|candidate_core_i023_02,NONE,PASS
I023@orange,I023,orange,410234,27a4bbcb3326cae5c31f045035a24dfa671056b8088f2c82d176305df97ecdc5,ee77450e79a9aab34fb0da38aeddab21d3a53577d361165b63291c0290eaff32,b2c8ed5e12de5e11df4727102be52eb7104296c35b3059a365d0e1f18537e6ce,01e5203bcad0e57cba755fd8b13eb51683420c90b73ef94e8c293f2d9516f8a3,a89b2e667a2212f80425bb1790c4471d8fe9173b83af9de0d463f6b4dab71239,a89b2e667a2212f80425bb1790c4471d8fe9173b83af9de0d463f6b4dab71239,candidate_core_i023_01|candidate_core_i023_02|candidate_core_i023_03|candidate_core_i023_04|candidate_core_i023_ultimate,candidate_core_i023_01|candidate_core_i023_02|candidate_core_i023_03|candidate_core_i023_ultimate,REMOVE_04_KEEP_ULT,PASS
I023@purple,I023,purple,410233,9e85bff6fbf5b2437306429875fbfa4d108616ee58fc3095750816efc2c8e310,31e9f2f57a0377d354d9fc8e17af4383a4c5ef1df0338678936cf209baf3171b,95c1ff198a61777b8fdf90087f82acc997a6ff83dcb91f92b040f3f36959fb45,93d9fbc60b9ee3d8b2f3488f93a09d4d45f31b6225bb5fd31d6d0e76d8e54c40,8252c0cb55bc06ddd3a6b9681166268edc0dd4109f32b51681dd0cbb7b53533a,8252c0cb55bc06ddd3a6b9681166268edc0dd4109f32b51681dd0cbb7b53533a,candidate_core_i023_01|candidate_core_i023_02|candidate_core_i023_03|candidate_core_i023_04,candidate_core_i023_01|candidate_core_i023_02|candidate_core_i023_03,REMOVE_04,PASS
I023@white,I023,white,410230,8f5265d73ca7b139cd82ff9e82a5dbf0c39891bb54aac195685a7fb9d8f4ad29,8f5265d73ca7b139cd82ff9e82a5dbf0c39891bb54aac195685a7fb9d8f4ad29,e8e59f1be72d6e655d1eb76521d2a8c651f3771c7ffb471b651f93cb6d40ae0c,e8e59f1be72d6e655d1eb76521d2a8c651f3771c7ffb471b651f93cb6d40ae0c,a9c27210020bbe61e19be48ac811c5a5a65cf9bc43937df2b99fc462aacc1977,a9c27210020bbe61e19be48ac811c5a5a65cf9bc43937df2b99fc462aacc1977,candidate_core_i023_01,candidate_core_i023_01,NONE,PASS
I024@blue,I024,blue,410242,4d6b39ca71c9c35fa9ef8518ac696248254a25790272a2c326aa6e498aa2f0fd,4d6b39ca71c9c35fa9ef8518ac696248254a25790272a2c326aa6e498aa2f0fd,1676657f8862554849de01b2ed70bb0b4e148ebe607b68456307c453c120b542,1676657f8862554849de01b2ed70bb0b4e148ebe607b68456307c453c120b542,380257f604dd9cb35dd46f574d58c0e10f8e703fde6c4f95998010fdcf4cb023,380257f604dd9cb35dd46f574d58c0e10f8e703fde6c4f95998010fdcf4cb023,candidate_core_i024_01|candidate_core_i024_02|candidate_core_i024_03,candidate_core_i024_01|candidate_core_i024_02|candidate_core_i024_03,NONE,PASS
I024@green,I024,green,410241,421c455d3d368a60ec142abba919c0689ad760bbcea54e4ff04fba6e0f506913,421c455d3d368a60ec142abba919c0689ad760bbcea54e4ff04fba6e0f506913,65546c97ab29149f549788ea3fdfd6a8eebb79592d2ad3aad8093316d29e39e6,65546c97ab29149f549788ea3fdfd6a8eebb79592d2ad3aad8093316d29e39e6,f92298c52ff59e2ee49eff033e4aed4a7ff76120464b75ff28f4872b97cbb549,f92298c52ff59e2ee49eff033e4aed4a7ff76120464b75ff28f4872b97cbb549,candidate_core_i024_01|candidate_core_i024_02,candidate_core_i024_01|candidate_core_i024_02,NONE,PASS
I024@orange,I024,orange,410244,b3b67ead8b84eff8b5e1e463184eaf4ebfe56b516556c6f1626bc4f44560b9b7,7472577b13e11fbdcad4879082d297795805901d80094f41c42834d2db1f86cb,a47e0e34431b6b46586359c68164750a372d4097411d05f8f2a3dcd283d951d0,eb5a4450b315f0dd649a91efc969e4a0ac15078fbdab1ad23e1d8b0636704efd,46c69d22a76cc5e94edb33fa0497722e9f64a076e95ff31bfbbcf9a58ea55afc,46c69d22a76cc5e94edb33fa0497722e9f64a076e95ff31bfbbcf9a58ea55afc,candidate_core_i024_01|candidate_core_i024_02|candidate_core_i024_03|candidate_core_i024_04|candidate_core_i024_ultimate,candidate_core_i024_01|candidate_core_i024_02|candidate_core_i024_03|candidate_core_i024_ultimate,REMOVE_04_KEEP_ULT,PASS
I024@purple,I024,purple,410243,a52f43be253590a5d2ebda1bbafdc2ead3422f80a2fdfe4629bccaa6ac4bd6b2,b9b8555e4699e539e2a3f69e76be11b104faab2b9e923bf863ee94c95ebeac89,76af9c4d43ded87c0051a9848ed1ea56a2e79ece20781735de05093eb8d6a950,52f4c9bc4576806a78f9620b96b12318f7416ffe200f1fdb656ac2250e42114a,a7834b8bed60fc9b094e72c31d54b9207958433cb78def0d43cebc65005515a3,a7834b8bed60fc9b094e72c31d54b9207958433cb78def0d43cebc65005515a3,candidate_core_i024_01|candidate_core_i024_02|candidate_core_i024_03|candidate_core_i024_04,candidate_core_i024_01|candidate_core_i024_02|candidate_core_i024_03,REMOVE_04,PASS
I024@white,I024,white,410240,831b5b904b81056f915b4ac87bb07565ad75cdbc454de40f1a4c38bb55bfc261,831b5b904b81056f915b4ac87bb07565ad75cdbc454de40f1a4c38bb55bfc261,c08fbb278b33d11c79a03217e6db673b3947a60690ea5ce1c1c147ac0fd40948,c08fbb278b33d11c79a03217e6db673b3947a60690ea5ce1c1c147ac0fd40948,109633ba6d1a63f1bdf51b09ee189d0da3849ef6758b3725cc8f5acd9d711223,109633ba6d1a63f1bdf51b09ee189d0da3849ef6758b3725cc8f5acd9d711223,candidate_core_i024_01,candidate_core_i024_01,NONE,PASS
