context,baseItemId,rarity,fieldKind,displayName,source,playerProjection,debugProjection,status
"GeneratedInstance","I015","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I015","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","10点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I015","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I015","orange","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","53","候选区间：50 ～ 55","PASS"
"GeneratedInstance","I015","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I015","orange","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+14.02%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I015","orange","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I015","orange","identity","中岳镇守章","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I015","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I015","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I016","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I016","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I016","white","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","16","候选区间：16 ～ 23","PASS"
"GeneratedInstance","I016","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I016","white","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.98%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","white","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.47%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","white","identity","护坛令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I016","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I016","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I016","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 4回合","PASS"
"GeneratedInstance","I016","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I016","green","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","23","候选区间：22 ～ 30","PASS"
"GeneratedInstance","I016","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 5点","PASS"
"GeneratedInstance","I016","green","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.27%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","green","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.05%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","green","identity","护坛令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I016","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I016","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I016","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I016","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I016","blue","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","30","候选区间：29 ～ 37","PASS"
"GeneratedInstance","I016","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I016","blue","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.7%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","blue","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.26%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","blue","identity","护坛令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I016","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I016","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I016","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：2回合 ～ 3回合","PASS"
"GeneratedInstance","I016","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I016","purple","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","37","候选区间：34 ～ 41","PASS"
"GeneratedInstance","I016","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I016","purple","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.62%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","purple","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","purple","identity","护坛令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I016","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I016","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I016","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：2回合 ～ 3回合","PASS"
"GeneratedInstance","I016","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I016","orange","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","42","候选区间：40 ～ 44","PASS"
"GeneratedInstance","I016","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I016","orange","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+14.03%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","orange","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+15.78%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I016","orange","identity","护坛令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I016","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I016","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I017","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I017","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I017","white","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","18","候选区间：18 ～ 26","PASS"
"GeneratedInstance","I017","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I017","white","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.3%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","white","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.15%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","white","identity","照邪八卦镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I017","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I017","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I017","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I017","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I017","green","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","26","候选区间：25 ～ 35","PASS"
"GeneratedInstance","I017","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I017","green","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.77%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","green","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","green","identity","照邪八卦镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I017","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I017","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I017","blue","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 8点","PASS"
"GeneratedInstance","I017","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I017","blue","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","41","候选区间：33 ～ 43","PASS"
"GeneratedInstance","I017","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I017","blue","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.94%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","blue","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","blue","identity","照邪八卦镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I017","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I017","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I017","purple","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","8点","候选区间：7点 ～ 9点","PASS"
"GeneratedInstance","I017","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I017","purple","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","44","候选区间：39 ～ 48","PASS"
"GeneratedInstance","I017","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I017","purple","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+12.87%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","purple","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10.94%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","purple","identity","照邪八卦镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I017","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I017","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I017","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I017","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I017","orange","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","51","候选区间：46 ～ 51","PASS"
"GeneratedInstance","I017","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I017","orange","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+16.6%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","orange","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.01%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I017","orange","identity","照邪八卦镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I017","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I017","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I018","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：7回合 ～ 8回合","PASS"
"GeneratedInstance","I018","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I018","white","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","36","候选区间：28 ～ 40","PASS"
"GeneratedInstance","I018","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","8点","候选区间：8点 ～ 9点","PASS"
"GeneratedInstance","I018","white","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.64%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","white","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.36%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","white","identity","镇山铜鼎","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I018","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I018","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I018","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：7回合 ～ 7回合","PASS"
"GeneratedInstance","I018","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I018","green","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","44","候选区间：37 ～ 51","PASS"
"GeneratedInstance","I018","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：7点 ～ 8点","PASS"
"GeneratedInstance","I018","green","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.97%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","green","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","green","identity","镇山铜鼎","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I018","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I018","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I018","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：6回合 ～ 7回合","PASS"
"GeneratedInstance","I018","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I018","blue","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","57","候选区间：49 ～ 63","PASS"
"GeneratedInstance","I018","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I018","blue","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.77%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","blue","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.4%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","blue","identity","镇山铜鼎","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I018","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I018","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I018","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I018","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I018","purple","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","62","候选区间：58 ～ 69","PASS"
"GeneratedInstance","I018","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I018","purple","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.84%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","purple","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","purple","identity","镇山铜鼎","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I018","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I018","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I018","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I018","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I018","orange","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","74","候选区间：67 ～ 74","PASS"
"GeneratedInstance","I018","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I018","orange","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+13.8%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","orange","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+12.73%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I018","orange","identity","镇山铜鼎","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I018","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I018","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I019","white","stat","净化","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1层","候选区间：1层 ～ 2层","PASS"
"GeneratedInstance","I019","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I019","white","stat","回复","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5","候选区间：4 ～ 6","PASS"
"GeneratedInstance","I019","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I019","white","affix","净化提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+1层","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I019","white","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.67%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I019","white","identity","净水符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I019","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I019","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I019","green","stat","净化","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2层","候选区间：2层 ～ 3层","PASS"
"GeneratedInstance","I019","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I019","green","stat","回复","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6","候选区间：6 ～ 9","PASS"
"GeneratedInstance","I019","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 4点","PASS"
"GeneratedInstance","I019","green","affix","净化提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2层","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I019","green","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.64%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I019","green","identity","净水符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I019","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I019","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I019","blue","stat","净化","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4层","候选区间：3层 ～ 4层","PASS"
"GeneratedInstance","I019","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I019","blue","stat","回复","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9","候选区间：8 ～ 11","PASS"
"GeneratedInstance","I019","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I019","blue","affix","净化提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3层","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I019","blue","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.48%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I019","blue","identity","净水符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
