statementId,artSourceId,sourceRegion,statementKind,sourceTextExact,transcriptionStatus,contentId,chapterId,sourceOrder,notesDeveloperOnly
BA-ART-06-S047,BA-ART-06,middle.rotation,PHASE_HEADING,将军相激活,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,47,
BA-ART-06-S048,BA-ART-06,middle.rotation,PHASE_HEADING,富商相激活,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,48,
BA-ART-06-S049,BA-ART-06,middle.rotation,TRANSITION_LABEL,击破 / 计价完成,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,49,
BA-ART-06-S050,BA-ART-06,bottom.silhouette,PRESENTATION_STATEMENT,书生相：高瘦·竖直 / 将军相：宽阔·前压 / 富商相：方围·稳守,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,50,
BA-ART-06-S051,BA-ART-06,bottom.skill_examples,SKILL_GROUP,书生相技能示例：读契 / 封招 / 墨落成狱,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,51,
BA-ART-06-S052,BA-ART-06,bottom.skill_examples,SKILL_GROUP,将军相技能示例：竞价冲阵 / 烈刃横扫 / 标价追索,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,52,
BA-ART-06-S053,BA-ART-06,bottom.skill_examples,SKILL_GROUP,富商相技能示例：加价护账 / 买断标记 / 账压成阵,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,53,
BA-ART-06-S054,BA-ART-06,bottom.skill_examples,SKILL_HEADING,账压成阵,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,54,
BA-ART-06-S055,BA-ART-06,bottom.notes,DESIGN_NOTE,三相任一作业技，切换时间和计价条件另锁。,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,55,TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-06-S056,BA-ART-06,bottom.notes,DESIGN_NOTE,所有技能围绕「契约 / 标记 / 计价」展开，强调交易规则。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,56,
BA-ART-06-S057,BA-ART-06,bottom.notes,PRESENTATION_NOTE,老人面部与体态在三相中保持一致，体现被迫与痛苦。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,57,
BA-ART-07-S001,BA-ART-07,left.title,PHASE_HEADING,竞骨人·三相夺身,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,1,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S002,BA-ART-07,left.title,CHAPTER_LABEL,第三章·罗刹海市,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,2,
BA-ART-07-S003,BA-ART-07,top.role,ROLE_HEADING,角色定位,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,3,
BA-ART-07-S004,BA-ART-07,top.role,ACTOR_STATEMENT,当三种错误人生同时撕扯老人本体时，他被迫悬吊于契柜之间，三相争夺他的身体与名字。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,4,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S005,BA-ART-07,top.role,PHASE_STATEMENT,此阶段为第二章最终形态。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,5,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S006,BA-ART-07,left.features,PRESENTATION_DETAIL,中央悬吊的老人本体,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,6,
BA-ART-07-S007,BA-ART-07,left.features,ACTOR_STATEMENT,三种人生错相三向展开,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,7,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S008,BA-ART-07,left.features,PRESENTATION_DETAIL,骨契册破裂为三藏,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,8,
BA-ART-07-S009,BA-ART-07,left.features,ACTOR_STATEMENT,契绳同时牵扯,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,9,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S010,BA-ART-07,left.features,PRESSURE_STATEMENT,大范围多方向压迫,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,10,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S011,BA-ART-07,left.book,PRESENTATION_DETAIL,骨契册·三藏,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,11,
BA-ART-07-S012,BA-ART-07,left.book,PRESENTATION_STATEMENT,契册从书脊裂开为三藏，分别对应三种人生载体。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,12,
BA-ART-07-S013,BA-ART-07,top.forms,FORM_HEADING,书生相·卷,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,13,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S014,BA-ART-07,top.forms,FIELD_EFFECT_STATEMENT,长卷向外展开，以墨字封锁区域，削弱玩家效果。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,14,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S015,BA-ART-07,top.forms,FORM_HEADING,将军相·旗,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,15,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S016,BA-ART-07,top.forms,DAMAGE_EFFECT_STATEMENT,断旗与残甲形成尖刺，向前突进压制，直线冲击。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,16,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S017,BA-ART-07,top.forms,FORM_HEADING,富商相·账,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,17,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S018,BA-ART-07,top.forms,RESOURCE_EFFECT_STATEMENT,算盘账柜向外延展，吸取资源并加价，形成压缩领域。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,18,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S019,BA-ART-07,right.elements,PRESENTATION_DETAIL,朱砂契绳,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,19,
BA-ART-07-S020,BA-ART-07,right.elements,ACTOR_STATEMENT,悬吊并牵扯老人，所有技能与压迫来源。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,20,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S021,BA-ART-07,right.elements,PRESENTATION_DETAIL,破裂骨契册,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,21,
BA-ART-07-S022,BA-ART-07,right.elements,ACTOR_STATEMENT,三藏契册为三种人生载体，也是弱点所在。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,22,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S023,BA-ART-07,right.elements,PRESENTATION_DETAIL,价格牌,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,23,
BA-ART-07-S024,BA-ART-07,right.elements,CROSS_SYSTEM_STATEMENT,标记玩家与战场价值，被击破可降低压迫。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,24,
BA-ART-07-S025,BA-ART-07,right.elements,PRESENTATION_DETAIL,朱砂印记,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,25,
BA-ART-07-S026,BA-ART-07,right.elements,CROSS_SYSTEM_STATEMENT,记录交易与标价规则，驱动所有技能效果。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,26,
BA-ART-07-S027,BA-ART-07,right.skills,SKILL_HEADING,三价齐出,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,27,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S028,BA-ART-07,right.skills,ACTION_STATEMENT,三种人生错相依次发动攻击。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,28,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S029,BA-ART-07,right.skills,SKILL_HEADING,夺身拉扯,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,29,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S030,BA-ART-07,right.skills,ACTOR_STATEMENT,三条契绳同时绷紧，将老人拉向三方向。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,30,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S031,BA-ART-07,right.skills,SKILL_HEADING,崩价,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,31,
BA-ART-07-S032,BA-ART-07,right.skills,CROSS_SYSTEM_STATEMENT,所有价格印记被抹去，契册出现无价页。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,32,
BA-ART-07-S033,BA-ART-07,right.skills,SKILL_HEADING,无价反噬（破绽）,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,33,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S034,BA-ART-07,right.skills,TRANSITION_STATEMENT,打破无价页后，三相错构互相撕裂崩解。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,34,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S035,BA-ART-07,bottom.silhouette,PRESENTATION_STATEMENT,常态悬吊 / 三价齐出 / 夺身拉扯 / 无价反噬,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,35,
BA-ART-07-S036,BA-ART-07,bottom.phase_history,PHASE_HEADING,第一阶段·老人本相,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,36,
BA-ART-07-S037,BA-ART-07,bottom.phase_history,PHASE_HEADING,第二阶段·三相轮替,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,37,
BA-ART-07-S038,BA-ART-07,bottom.phase_history,PHASE_HEADING,第三阶段·三相夺身,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,38,历史美术证据保留，但语义已被用户决定否决。
BA-ART-07-S039,BA-ART-07,bottom.weakness,MECHANIC_HEADING,破绽位置,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,39,
BA-ART-07-S040,BA-ART-07,bottom.weakness,MECHANIC_STATEMENT,契册中心的无价页为最终弱点。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,40,
BA-ART-07-S041,BA-ART-07,bottom.weakness,TRANSITION_STATEMENT,击破后进入无价反噬状态。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,41,历史美术证据保留，但语义已被用户决定否决。
