caseId,baseItemId,rarity,rootSeed,itemInstanceId,expected,result,actual
"stat-range-I012@blue-0","I012","blue",77041201,"wb_i012_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I012@blue-1","I012","blue",77041201,"wb_i012_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I012@blue-2","I012","blue",77041201,"wb_i012_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I012@blue-3","I012","blue",77041201,"wb_i012_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I012@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i012_blue_77041201"
"seed-switch-I012@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i012_blue_77041202"
"candidate-I012@purple","","",0,"","candidate instance generated","PASS","Success:wb_i012_purple_77041201"
"projection-I012@purple","","",0,"","exact read-only projection","PASS","wb_i012_purple_77041201"
"viewmodel-I012@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I012@purple-0","I012","purple",77041201,"wb_i012_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I012@purple-1","I012","purple",77041201,"wb_i012_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I012@purple-2","I012","purple",77041201,"wb_i012_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I012@purple-3","I012","purple",77041201,"wb_i012_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I012@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i012_purple_77041201"
"seed-switch-I012@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i012_purple_77041202"
"candidate-I012@orange","","",0,"","candidate instance generated","PASS","Success:wb_i012_orange_77041201"
"projection-I012@orange","","",0,"","exact read-only projection","PASS","wb_i012_orange_77041201"
"viewmodel-I012@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I012@orange-0","I012","orange",77041201,"wb_i012_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I012@orange-1","I012","orange",77041201,"wb_i012_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I012@orange-2","I012","orange",77041201,"wb_i012_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I012@orange-3","I012","orange",77041201,"wb_i012_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I012@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i012_orange_77041201"
"seed-switch-I012@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i012_orange_77041202"
"base-query-I013","","",0,"","catalog base item query succeeds","PASS","I013"
"candidate-I013@white","","",0,"","candidate instance generated","PASS","Success:wb_i013_white_77041201"
"projection-I013@white","","",0,"","exact read-only projection","PASS","wb_i013_white_77041201"
"viewmodel-I013@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I013@white-0","I013","white",77041201,"wb_i013_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I013@white-1","I013","white",77041201,"wb_i013_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I013@white-2","I013","white",77041201,"wb_i013_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I013@white-3","I013","white",77041201,"wb_i013_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I013@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i013_white_77041201"
"seed-switch-I013@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i013_white_77041202"
"candidate-I013@green","","",0,"","candidate instance generated","PASS","Success:wb_i013_green_77041201"
"projection-I013@green","","",0,"","exact read-only projection","PASS","wb_i013_green_77041201"
"viewmodel-I013@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I013@green-0","I013","green",77041201,"wb_i013_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I013@green-1","I013","green",77041201,"wb_i013_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I013@green-2","I013","green",77041201,"wb_i013_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I013@green-3","I013","green",77041201,"wb_i013_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I013@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i013_green_77041201"
"seed-switch-I013@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i013_green_77041202"
"candidate-I013@blue","","",0,"","candidate instance generated","PASS","Success:wb_i013_blue_77041201"
"projection-I013@blue","","",0,"","exact read-only projection","PASS","wb_i013_blue_77041201"
"viewmodel-I013@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I013@blue-0","I013","blue",77041201,"wb_i013_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I013@blue-1","I013","blue",77041201,"wb_i013_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I013@blue-2","I013","blue",77041201,"wb_i013_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I013@blue-3","I013","blue",77041201,"wb_i013_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I013@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i013_blue_77041201"
"seed-switch-I013@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i013_blue_77041202"
"candidate-I013@purple","","",0,"","candidate instance generated","PASS","Success:wb_i013_purple_77041201"
"projection-I013@purple","","",0,"","exact read-only projection","PASS","wb_i013_purple_77041201"
"viewmodel-I013@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I013@purple-0","I013","purple",77041201,"wb_i013_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I013@purple-1","I013","purple",77041201,"wb_i013_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I013@purple-2","I013","purple",77041201,"wb_i013_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I013@purple-3","I013","purple",77041201,"wb_i013_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I013@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i013_purple_77041201"
"seed-switch-I013@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i013_purple_77041202"
"candidate-I013@orange","","",0,"","candidate instance generated","PASS","Success:wb_i013_orange_77041201"
"projection-I013@orange","","",0,"","exact read-only projection","PASS","wb_i013_orange_77041201"
"viewmodel-I013@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I013@orange-0","I013","orange",77041201,"wb_i013_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I013@orange-1","I013","orange",77041201,"wb_i013_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I013@orange-2","I013","orange",77041201,"wb_i013_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I013@orange-3","I013","orange",77041201,"wb_i013_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I013@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i013_orange_77041201"
"seed-switch-I013@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i013_orange_77041202"
"base-query-I014","","",0,"","catalog base item query succeeds","PASS","I014"
"candidate-I014@white","","",0,"","candidate instance generated","PASS","Success:wb_i014_white_77041201"
"projection-I014@white","","",0,"","exact read-only projection","PASS","wb_i014_white_77041201"
"viewmodel-I014@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I014@white-0","I014","white",77041201,"wb_i014_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I014@white-1","I014","white",77041201,"wb_i014_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I014@white-2","I014","white",77041201,"wb_i014_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I014@white-3","I014","white",77041201,"wb_i014_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I014@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i014_white_77041201"
"seed-switch-I014@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i014_white_77041202"
"candidate-I014@green","","",0,"","candidate instance generated","PASS","Success:wb_i014_green_77041201"
"projection-I014@green","","",0,"","exact read-only projection","PASS","wb_i014_green_77041201"
"viewmodel-I014@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I014@green-0","I014","green",77041201,"wb_i014_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I014@green-1","I014","green",77041201,"wb_i014_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I014@green-2","I014","green",77041201,"wb_i014_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I014@green-3","I014","green",77041201,"wb_i014_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I014@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i014_green_77041201"
"seed-switch-I014@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i014_green_77041202"
"candidate-I014@blue","","",0,"","candidate instance generated","PASS","Success:wb_i014_blue_77041201"
"projection-I014@blue","","",0,"","exact read-only projection","PASS","wb_i014_blue_77041201"
"viewmodel-I014@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I014@blue-0","I014","blue",77041201,"wb_i014_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I014@blue-1","I014","blue",77041201,"wb_i014_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I014@blue-2","I014","blue",77041201,"wb_i014_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I014@blue-3","I014","blue",77041201,"wb_i014_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I014@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i014_blue_77041201"
"seed-switch-I014@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i014_blue_77041202"
"candidate-I014@purple","","",0,"","candidate instance generated","PASS","Success:wb_i014_purple_77041201"
"projection-I014@purple","","",0,"","exact read-only projection","PASS","wb_i014_purple_77041201"
"viewmodel-I014@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I014@purple-0","I014","purple",77041201,"wb_i014_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I014@purple-1","I014","purple",77041201,"wb_i014_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I014@purple-2","I014","purple",77041201,"wb_i014_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I014@purple-3","I014","purple",77041201,"wb_i014_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I014@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i014_purple_77041201"
"seed-switch-I014@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i014_purple_77041202"
"candidate-I014@orange","","",0,"","candidate instance generated","PASS","Success:wb_i014_orange_77041201"
"projection-I014@orange","","",0,"","exact read-only projection","PASS","wb_i014_orange_77041201"
"viewmodel-I014@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I014@orange-0","I014","orange",77041201,"wb_i014_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I014@orange-1","I014","orange",77041201,"wb_i014_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I014@orange-2","I014","orange",77041201,"wb_i014_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I014@orange-3","I014","orange",77041201,"wb_i014_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I014@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i014_orange_77041201"
"seed-switch-I014@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i014_orange_77041202"
"base-query-I015","","",0,"","catalog base item query succeeds","PASS","I015"
"candidate-I015@white","","",0,"","candidate instance generated","PASS","Success:wb_i015_white_77041201"
"projection-I015@white","","",0,"","exact read-only projection","PASS","wb_i015_white_77041201"
"viewmodel-I015@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I015@white-0","I015","white",77041201,"wb_i015_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I015@white-1","I015","white",77041201,"wb_i015_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I015@white-2","I015","white",77041201,"wb_i015_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I015@white-3","I015","white",77041201,"wb_i015_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I015@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i015_white_77041201"
"seed-switch-I015@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i015_white_77041202"
"candidate-I015@green","","",0,"","candidate instance generated","PASS","Success:wb_i015_green_77041201"
"projection-I015@green","","",0,"","exact read-only projection","PASS","wb_i015_green_77041201"
"viewmodel-I015@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I015@green-0","I015","green",77041201,"wb_i015_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I015@green-1","I015","green",77041201,"wb_i015_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I015@green-2","I015","green",77041201,"wb_i015_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I015@green-3","I015","green",77041201,"wb_i015_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I015@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i015_green_77041201"
"seed-switch-I015@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i015_green_77041202"
"candidate-I015@blue","","",0,"","candidate instance generated","PASS","Success:wb_i015_blue_77041201"
"projection-I015@blue","","",0,"","exact read-only projection","PASS","wb_i015_blue_77041201"
"viewmodel-I015@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I015@blue-0","I015","blue",77041201,"wb_i015_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I015@blue-1","I015","blue",77041201,"wb_i015_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I015@blue-2","I015","blue",77041201,"wb_i015_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I015@blue-3","I015","blue",77041201,"wb_i015_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I015@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i015_blue_77041201"
"seed-switch-I015@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i015_blue_77041202"
"candidate-I015@purple","","",0,"","candidate instance generated","PASS","Success:wb_i015_purple_77041201"
"projection-I015@purple","","",0,"","exact read-only projection","PASS","wb_i015_purple_77041201"
"viewmodel-I015@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I015@purple-0","I015","purple",77041201,"wb_i015_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I015@purple-1","I015","purple",77041201,"wb_i015_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I015@purple-2","I015","purple",77041201,"wb_i015_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I015@purple-3","I015","purple",77041201,"wb_i015_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I015@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i015_purple_77041201"
"seed-switch-I015@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i015_purple_77041202"
"candidate-I015@orange","","",0,"","candidate instance generated","PASS","Success:wb_i015_orange_77041201"
"projection-I015@orange","","",0,"","exact read-only projection","PASS","wb_i015_orange_77041201"
"viewmodel-I015@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I015@orange-0","I015","orange",77041201,"wb_i015_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I015@orange-1","I015","orange",77041201,"wb_i015_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I015@orange-2","I015","orange",77041201,"wb_i015_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I015@orange-3","I015","orange",77041201,"wb_i015_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I015@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i015_orange_77041201"
"seed-switch-I015@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i015_orange_77041202"
"base-query-I016","","",0,"","catalog base item query succeeds","PASS","I016"
"candidate-I016@white","","",0,"","candidate instance generated","PASS","Success:wb_i016_white_77041201"
"projection-I016@white","","",0,"","exact read-only projection","PASS","wb_i016_white_77041201"
"viewmodel-I016@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I016@white-0","I016","white",77041201,"wb_i016_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I016@white-1","I016","white",77041201,"wb_i016_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I016@white-2","I016","white",77041201,"wb_i016_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I016@white-3","I016","white",77041201,"wb_i016_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I016@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i016_white_77041201"
"seed-switch-I016@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i016_white_77041202"
"candidate-I016@green","","",0,"","candidate instance generated","PASS","Success:wb_i016_green_77041201"
"projection-I016@green","","",0,"","exact read-only projection","PASS","wb_i016_green_77041201"
"viewmodel-I016@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I016@green-0","I016","green",77041201,"wb_i016_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I016@green-1","I016","green",77041201,"wb_i016_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I016@green-2","I016","green",77041201,"wb_i016_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I016@green-3","I016","green",77041201,"wb_i016_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I016@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i016_green_77041201"
"seed-switch-I016@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i016_green_77041202"
"candidate-I016@blue","","",0,"","candidate instance generated","PASS","Success:wb_i016_blue_77041201"
"projection-I016@blue","","",0,"","exact read-only projection","PASS","wb_i016_blue_77041201"
"viewmodel-I016@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I016@blue-0","I016","blue",77041201,"wb_i016_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I016@blue-1","I016","blue",77041201,"wb_i016_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I016@blue-2","I016","blue",77041201,"wb_i016_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I016@blue-3","I016","blue",77041201,"wb_i016_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I016@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i016_blue_77041201"
"seed-switch-I016@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i016_blue_77041202"
"candidate-I016@purple","","",0,"","candidate instance generated","PASS","Success:wb_i016_purple_77041201"
"projection-I016@purple","","",0,"","exact read-only projection","PASS","wb_i016_purple_77041201"
"viewmodel-I016@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I016@purple-0","I016","purple",77041201,"wb_i016_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I016@purple-1","I016","purple",77041201,"wb_i016_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I016@purple-2","I016","purple",77041201,"wb_i016_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I016@purple-3","I016","purple",77041201,"wb_i016_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I016@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i016_purple_77041201"
"seed-switch-I016@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i016_purple_77041202"
"candidate-I016@orange","","",0,"","candidate instance generated","PASS","Success:wb_i016_orange_77041201"
"projection-I016@orange","","",0,"","exact read-only projection","PASS","wb_i016_orange_77041201"
"viewmodel-I016@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I016@orange-0","I016","orange",77041201,"wb_i016_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I016@orange-1","I016","orange",77041201,"wb_i016_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I016@orange-2","I016","orange",77041201,"wb_i016_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I016@orange-3","I016","orange",77041201,"wb_i016_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I016@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i016_orange_77041201"
"seed-switch-I016@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i016_orange_77041202"
"base-query-I017","","",0,"","catalog base item query succeeds","PASS","I017"
"candidate-I017@white","","",0,"","candidate instance generated","PASS","Success:wb_i017_white_77041201"
"projection-I017@white","","",0,"","exact read-only projection","PASS","wb_i017_white_77041201"
"viewmodel-I017@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I017@white-0","I017","white",77041201,"wb_i017_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I017@white-1","I017","white",77041201,"wb_i017_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I017@white-2","I017","white",77041201,"wb_i017_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I017@white-3","I017","white",77041201,"wb_i017_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I017@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i017_white_77041201"
"seed-switch-I017@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i017_white_77041202"
"candidate-I017@green","","",0,"","candidate instance generated","PASS","Success:wb_i017_green_77041201"
"projection-I017@green","","",0,"","exact read-only projection","PASS","wb_i017_green_77041201"
"viewmodel-I017@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I017@green-0","I017","green",77041201,"wb_i017_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I017@green-1","I017","green",77041201,"wb_i017_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I017@green-2","I017","green",77041201,"wb_i017_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I017@green-3","I017","green",77041201,"wb_i017_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I017@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i017_green_77041201"
"seed-switch-I017@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i017_green_77041202"
"candidate-I017@blue","","",0,"","candidate instance generated","PASS","Success:wb_i017_blue_77041201"
"projection-I017@blue","","",0,"","exact read-only projection","PASS","wb_i017_blue_77041201"
"viewmodel-I017@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I017@blue-0","I017","blue",77041201,"wb_i017_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I017@blue-1","I017","blue",77041201,"wb_i017_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I017@blue-2","I017","blue",77041201,"wb_i017_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I017@blue-3","I017","blue",77041201,"wb_i017_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I017@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i017_blue_77041201"
"seed-switch-I017@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i017_blue_77041202"
"candidate-I017@purple","","",0,"","candidate instance generated","PASS","Success:wb_i017_purple_77041201"
"projection-I017@purple","","",0,"","exact read-only projection","PASS","wb_i017_purple_77041201"
"viewmodel-I017@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I017@purple-0","I017","purple",77041201,"wb_i017_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I017@purple-1","I017","purple",77041201,"wb_i017_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I017@purple-2","I017","purple",77041201,"wb_i017_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I017@purple-3","I017","purple",77041201,"wb_i017_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I017@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i017_purple_77041201"
"seed-switch-I017@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i017_purple_77041202"
"candidate-I017@orange","","",0,"","candidate instance generated","PASS","Success:wb_i017_orange_77041201"
"projection-I017@orange","","",0,"","exact read-only projection","PASS","wb_i017_orange_77041201"
"viewmodel-I017@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I017@orange-0","I017","orange",77041201,"wb_i017_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I017@orange-1","I017","orange",77041201,"wb_i017_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I017@orange-2","I017","orange",77041201,"wb_i017_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I017@orange-3","I017","orange",77041201,"wb_i017_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I017@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i017_orange_77041201"
"seed-switch-I017@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i017_orange_77041202"
"base-query-I018","","",0,"","catalog base item query succeeds","PASS","I018"
"candidate-I018@white","","",0,"","candidate instance generated","PASS","Success:wb_i018_white_77041201"
"projection-I018@white","","",0,"","exact read-only projection","PASS","wb_i018_white_77041201"
"viewmodel-I018@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I018@white-0","I018","white",77041201,"wb_i018_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I018@white-1","I018","white",77041201,"wb_i018_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I018@white-2","I018","white",77041201,"wb_i018_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I018@white-3","I018","white",77041201,"wb_i018_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I018@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i018_white_77041201"
"seed-switch-I018@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i018_white_77041202"
"candidate-I018@green","","",0,"","candidate instance generated","PASS","Success:wb_i018_green_77041201"
"projection-I018@green","","",0,"","exact read-only projection","PASS","wb_i018_green_77041201"
